Domain Title,Control Title,Control Reference,Control Wording,Control Type,SOC  TSC Common Criteria,SOC  TSC Availability,SOC  TSC  Confidentiality,SOC TSC Privacy,ISO 27001 ISMS ,ISO 27002: 2013 Annex A,Cloud Service Customers ISO 27017,Cloud Service Providers ISO 27017,ISO 27018,PII Controller ISO 27701,PII Processor ISO 27701,ISO 22301,BSI C5,FedRAMP Tailored Control,Spanish ENS BASIC Control,Spanish ENS Medium Control,Spanish ENS High Control,ISMAP Control,PCI Control,Saudi CCC Control,EU Code of Conduct Control,NIST SP 800-171 Control,EUCS Basic Control,EUCS Substantial Control,EUCS High Control,SecNumCloud Control,IRAP Control
Governance Management,Risk Assessments and Mitigation Strategy,CCF 108,"Risk assessments are performed at least annually. As part of this process, threats and changes (environmental, regulatory, and technological) to service commitments are identified and the risks are formally assessed. The risk assessment includes risk mitigation strategies and acceptance levels based on [The Organization] risk criteria. The risk assessment includes a consideration of the potential for fraud and how fraud may impact the achievement of objectives. The results of the risk assessment are reviewed by leadership at least annually.",Process,"CC2.1, CC2.3, CC3.1, CC3.2, CC3.3, CC3.4, CC4.1, CC4.2, CC5.1, CC5.2, CC5.3, CC7.2, CC9.1",,,,"Clause 6.1.2, Clause 6.1.3, Clause 6.2, Clause 8.1, Clause 8.2, Clause 8.3, Clause 9.1, Clause 9.3, Clause 10.1, Clause 10.2","A.6.1.1, A.6.1.4, A.6.1.5, A.12.6.1, A.14.1.1, A.14.1.2, A.15.1.1, A.15.1.2, A.16.1.4, A.16.1.5, A.17.1.1, A.17.1.2, A.17.1.3",,,,,,,"OIS-06, OIS-07, SP-03, OPS-18, OPS-20, OPS-22, COS-01, COS-03, DEV-03, DEV-05, SSO-02, PSS-02","CA-2, CA-2 (1), CM-4, PS-2, RA-1, RA-3","org.1, org.2, op.pl.1, op.pl.3",op.cont.1,op.cont.1,"6.1.5, 12.6.1, 14.1.1, 15.1.1, 17.1.1, 17.1.2, 17.1.3, 3.1.2.1, 3.1.2.2, 3.1.2.3, 3.1.3.1, 3.1.4.1, 3.1.4.2, 3.1.4.3, 3.1.4.4, 4.4.2.1, 4.4.4.1, 4.4.5.2, 4.4.7.1, 4.4.7.2, 4.4.7.3, 4.4.7.4, 4.4.8.1, 4.4.8.2, 4.4.8.3, 4.4.8.4, 4.4.8.5, 4.5.4.1, 4.5.4.2, 4.5.4.3, 4.5.4.4, 4.5.4.5, 4.5.5.1, 4.5.5.2, 4.5.5.3, 4.6.1.1, 4.6.2.1, 4.6.3.1, 4.6.3.2, 4.6.3.3, 4.6.3.4, 4.7.1.1, 4.7.1.2, 4.7.1.3, 4.7.1.4, 4.7.1.5, 4.7.1.6, 4.7.1.7, 4.9.2.1, 4.9.2.2","5.1.2, 12.2.a, 12.2.b","1-2-P-1-3, 4-1-P-1-4, 1-2-T-1-3, 1-5-3-1, 1-5-4, 2-1-6, 2-5-3-4, 1-1-2, 1-3-2, 1-6-2-1, 1-8-1, 2-2-4","6.2.B, 6.2.K, 6.2.M, 6.2.N, 6.2.O","3.11.1 Periodically assess the risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals, resulting from the operation of organizational systems and the associated processing, storage, or transmission of CUI.  3.11.3 Remediate vulnerabilities in accordance with risk assessments.   3.14.1 Identify, report, and correct information and information system flaws in a timely manner.                 ","OSI-01.4,  OIS-02.1,  OIS-02.2,  OIS-02.3,  RM-01.1,  RM-02.2,  RM-02.3,  RM-03.1,  RM-03.3,  RM-03.5,  RM-03.7,  OPS-21.1,  PM-02.1,  PM-02.3","OIS-04.2, RM-03.8, CS-03.4, CCM-02.2, CCM-03.2, DEV-03.4, DEV-06.5, PM-02.2, DOC-04.4","RM-02.4,  DEV-02.4","5.3.a, 5.3.g, 5.3.h, 6.2.a, 11.4.a, 12.5.d, 12.11.b, 14.4.b",1163 1563 1564 0336 1238        
Governance Management,Risk Assessments and Mitigation Strategy,CCF 109,"As part of their risk assessment, cloud service providers review the risks associated with customer supplied software within the cloud services Offer/Product by the provider. ",Process,,,,,,,,,,,,,,,,,,,,,,,RM-02.1b,OIS-04.2,,5.3.c,1163 1563 1564 0336 1238        
Governance Management,Shared Data Types,CCF 110,"As part of their risk assessment, [The Organization] determines the data types that can be shared with a managed service provider.",Process,,,,,,,,,,,,,,,,,,,"12.8, 12.8.2, 12.8.3, 12.8.5",,,,RM-02.1b,,,5.3.c,
Governance Management,Roles and Responsibilities over Security and Control Environment,CCF 111,Management has established defined roles and responsibilities to oversee the implementation of the security and control environment.,People,"CC1.3,  CC2.2, CC3.1, CC3.2, CC3.4, CC4.1, CC4.2, CC5.1, CC5.2",,,,"Clause 4.3, Clause 5.1(c), Clause 5.2, Clause 5.3, Clause 6.1.1, Clause 7.5.1, Clause 7.5.2","A.6.1.1, A.18.2.1, A.18.2.2, A.18.2.3",,CLD.6.3.1,,,,,"OIS-01, OIS-03, OIS-04, SP-03","CM-4, MA-5, PL-1, PS-1, SA-3, SA-5, SC-1, SI-1","org.1, org.3, mp.info.2",,,"6.1.1, 18.2.1, 18.2.2, 18.2.3, 3.1.2.1, 3.1.2.3, 3.1.3.1, 3.1.3.2, 3.1.3.3, 3.1.3.4, 3.1.5.4, 3.1.5.5, 3.1.6.1, 3.1.6.2, 4.4.1.1, 4.4.1.2, 4.4.1.3, 4.4.4.1, 4.4.5.1, 4.4.5.3, 4.4.6.1, 4.5.1.1, 4.5.1.2 4.5.2.2 4.5.2.7 4.5.3.1 4.6.1.2 4.6.2.1 4.8.1.1 4.8.2.1","1.1.5.a, 1.1.5.b, 12.4.a, 12.4.b, 12.5, 12.5.1, 12.5.2, 12.5.2, 12.5.4, 12.10.3, 12.10.4","1-1-P-1-1, 1-1-T-1-1, 1-4-1, 1-5-2, 1-9-3-1,  1-9-4-2, 1-1-1, 1-2-1, 1-2-2, 1-2-3 , 1-3-2, 1-4-2, 1-9-1, 1-9-2",6.2.B,,"ISP-02.1,  ISP-02.3,  HR-01.1,  CO-04.1","ISP-02.2, OPS-10.2 ",,"6.1.b, 6.1.c, 6.1.d, 6.1.e",39
Governance Management,Board of Directors & Sub-Committees,CCF 112,"The Board of Directors provides corporate oversight, strategic direction, and review of management for [The Organization]. The Board of Directors meets at least quarterly and has 5 sub-committees:  • Audit Committee • Compensation and Management Development Committee • Nomination and Governance Committee • Acquisition Committee • Finance Committee",People,"CC1.1, CC1.2, CC1.3, CC1.4, CC1.5, CC2.2, CC2.3, CC3.1, CC3.4, CC4.1, CC4.2, CC5.2",,,,"Clause 5.1, Clause 5.2, Clause 5.3, Clause 6.1.1, Clause 6.2, Clause 7.1, Clause 7.2, Clause 7.5.1, Clause 7.5.2, Clause 8.1, Clause 9.3","A.6.1.1, A.6.1.4",,,,,,,,"CA-2, CA-2 (1), CA-5, MA-1",org.1,,,"6.1.1, 6.1.4, 4.4.1.1, 4.4.1.2, 4.4.1.3, 4.4.5.1, 4.4.5.2, 4.4.5.3, 4.4.6.1, 4.5.1.1, 4.5.3.1, 4.5.4.1, 4.5.4.2, 4.5.4.4, 4.5.4.5, 4.6.1.1, 4.6.2.3, 4.6.2.4, 4.6.2.6, 4.6.2.7, 4.6.3.1, 4.6.3.2, 4.6.3.3, 4.6.3.4, 4.8.1.1, 4.8.2.1",,"1-1-P-1-1, 1-1-T-1-1, 1-4-1, 1-1-1, 1-2-1, 1-4-2",6.2.B,"3.2.1 Ensure that managers, systems administrators, and users of organizational systems are made aware of the security risks associated with their activities and of the applicable policies, standards, and procedures related to the security of those systems.                ",CO-04.1,,,,
Governance Management,Audit Committee Charter & Oversight,CCF 113,"The Audit Committee is governed by a Charter, is independent from Systems Management, is composed of outside directors (Industry Experts), and meets at least quarterly.  The Audit Committee oversees:  •Financial Statement Quality  •Enterprise Risk Management •Regulatory & Legal Compliance •Internal Audit Functions •Information Security Functions •External Audit Functions",People,"CC1.1, CC1.2, CC1.3, CC1.4, CC2.3, CC3.1, CC3.4",,,,"Clause 5.1, Clause 5.2, Clause 5.3, Clause 6.1.1, Clause 6.2, Clause 7.1, Clause 7.5.1, Clause 7.5.2, Clause 8.1, Clause 9.2, Clause 9.3","A.6.1.1, A.6.1.4, A.12.7.1, A.14.1.2, A.18.2.1, A.18.2.2, A.18.2.3",,,,,,,"COM-01, COM-04","CA-2, CA-2 (1), CA-5, MA-1",org.1,,,"6.1.4, 12.7.1, 18.1.1, 18.2.1, 18.2.2, 18.2.3, 4.4.1.1, 4.4.1.2, 4.4.1.3, 4.4.5.1, 4.4.5.2, 4.4.5.3, 4.4.6.1, 4.5.1.1, 4.5.1.2, 4.5.3.1, 4.5.4.1, 4.5.4.2, 4.5.4.3, 4.5.4.4, 4.5.4.5, 4.6.1.1, 4.6.2.2, 4.6.2.3, 4.6.2.4, 4.6.2.5, 4.6.2.6, 4.6.2.7, 4.6.3.1, 4.6.3.2, 4.6.3.3, 4.6.3.4, 4.8.1.1, 4.8.2.1, 3.1.2.1, 3.1.5.4",,"1-1-P-1-1, 1-1-T-1-1, 1-4-1, 1-2-1, 1-2-3, 1-8-3","6.2.B, 6.2.K, 6.2.M",,"ISP-02.1,  ISP-02.6,  CO-04.1","OIS-03.2, CO-04.2",,18.1.a,
Governance Management,Legal Assessments,CCF 114,"[The Organization] identifies geographies with legal and regulatory risks such as embargoed countries. Systems shall not operate out of, or have administrators that reside in such geographies.",Process,"CC1.3,  CC2.2, CC3.1, CC3.2, CC3.4, CC4.1, CC4.2, CC5.1, CC5.2",,,,"Clause 4.3, Clause 5.1(c), Clause 5.2, Clause 5.3, Clause 6.1.1, Clause 7.5.1, Clause 7.5.2","A.6.1.1, A.18.2.1, A.18.2.2, A.18.2.3",,,,,,,"OIS-01, OIS-03, OIS-04, SP-03","CM-4, MA-5, PL-1, PS-1, SA-3, SA-5, SC-1, SI-1","org.1, org.3, mp.info.2",,,,"1.1.5.a, 1.1.5.b, 12.4.a, 12.4.b, 12.5, 12.5.1, 12.5.2, 12.5.2, 12.5.4, 12.10.3, 12.10.4","1-1-P-1-1, 1-1-T-1-1, 1-4-1, 1-5-2, 1-9-3-1,  1-9-4-2, 1-1-1, 1-2-1, 1-2-2, 1-2-3 , 1-3-2, 1-4-2, 1-9-1, 1-9-2",6.2.B,"3.2.1 Ensure that managers, systems administrators, and users of organizational systems are made aware of the security risks associated with their activities and of the applicable policies, standards, and procedures related to the security of those systems.                ",ISP-02.6,DOC-03.3,OPS-11.4,"5.3.e, 18.1.a, 18.1.c, 18.1.e",39
Governance Management,Roles and Responsibilities of Cloud Customers and Providers,CCF 115,"Roles and responsibilities of the cloud computing customers and service providers are defined and agreed on. Included in the agreement are definitions including but not limited to data ownership, Information Security Accountability,  access provisioning and approval responsibilities, supplier use, and data backup and recovery responsibilities. Management designates stewardship to a person or group of people to govern these agreements.",People,,,,,,,A.6.1.1,"A.6.1.1, CLD.6.3.1","12.3.1, A.8.1",,,,"OIS-03, SIM-04, PSS-01, PSS-09",,,,,"6.1.1.13.PB, 6.1.1.12, 6.3.1.P, 15.1.2, 15.1.2.18.PB, 15.1.3, 15.1.3.10.P, 15.1.3.11.P, 15.2.2, 16.1.1.6.P, 16.1.7.13.PB, 18.1.3.13.PB, 18.2.1.9.P, 3.1.5.3",,"1-1-P-1-1, 1-2-P-1-1, 2-12-P-1-5, 1-1-T-1-1, 1-4-1, 2-7-3-1, 2-9-1, 2-9-2","5.1.A, 5.1.B, 5.1.C, 5.7.A, 5.7.B, 5.7.F, 5.8.B, 5.10.A, 5.10.B, 5.12.C, 6.3.A",,"ISP-02.1,  ISP-02.3,  RM-03.6,  OPS-01.2,  OPS-03.1,  IAM-01.1,  PI-02.1,  DOC-05.2","OPS-11.2, PI-02.2",OPS-01.3,"6.1.a, 6.1.e",0072 1572 1574 1568 1569 1571 1451 1573 1575   
Governance Management,Statement of Applicability,CCF 116,"Management prepares a statement of applicability that includes control objectives, implemented controls, and business justification for excluded controls. Management aligns the statement of applicability with the results of the risk assessment.",Process,,,,,"Clause 6.1.3(a), Clause 6.1.3(b), Clause 6.1.3(c), Clause 6.1.3(d)",,,,,,,,"OIS-01, COM-01",,"org.2, org.3",,op.pl.1,"4.4.8.1, 4.4.8.2, 4.4.8.3, 4.4.8.5",,,6.1.D,,"ISP-03.1,  CS-01.1,  PI-01.1,  DEV-05.1,  CO-04.1,  DOC-04.1,  DOC-04.2,  DOC-04.3","OIS-01.2,  OIS-01.5",,13.1.a,
Governance Management,ISMS Steering Committee,CCF 117,"The Information Security Management System (ISMS) steering committee conducts a formal management review of ISMS scope, risk assessment activities, control implementation, and audit results at least annually.",Process,,,,,Clause 9.3,,,,,,,,COM-04,"CA-6, MA-1, PL-1, PL-4, PS-2",org.1,,,"3.1.2.1, 3.1.2.2, 3.1.2.3, 3.1.3.1, 3.1.3.2, 3.1.3.3, 3.1.3.4, 3.1.4.1, 3.1.4.3, 3.1.5.4, 4.5.1.1, 4.6.1.1, 4.6.2.3, 4.6.2.4, 4.6.2.5, 4.6.2.6, 4.6.3.1, 4.6.3.2, 4.6.3.3, 4.6.3.4, 4.9.1.1, 4.9.2.1, 4.9.2.2",,"1-8-3, 1-2-3 ",6.1.C,,"OIS-01.1,  ISP-01.1,  ISP-02.1,  RM-02.1b,  RM-02.2,  CO-04.1","OIS-01.2,  OIS-01.5,  OPS-19.2, CO-04.2",ISP-02.5,"5.2.c, 5.3.c, 6.1.a",1163            
Governance Management,Information Security Program,CCF 118,[The Organization] has an established security leadership team including key stakeholders in Systems Information Security Program; goals and milestones for deployment of the information security program are established and communicated to [The Organization]. ,People,,,,,,,,,,,,,OIS-01,"PL-2, PL-4","org.1, mp.info.2",,,"3.1.2.1,  3.1.2.2, 3.1.2.3, 3.1.3.1, 3.1.3.2, 3.1.3.3, 3.1.3.4, 3.1.4.1, 3.1.4.3, 3.1.5.4, 4.5.1.1, 4.4.5.2, 4.5.1.2, 4.5.2.1",,"1-1-P-1-1, 1-1-T-1-1, 1-4-1, 1-5-2, 1-1-1, 1-2-2, 1-2-3",,,ISP-02.1,,,6.1.a,0041 0432        
Governance Management,ISMS Boundaries,CCF 119,Information Security Management System (ISMS) boundaries are formally defined in an ISMS scoping document.,Process,,,,,"Clause 6.1.3(a), Clause 6.1.3(b), Clause 6.1.3(c), Clause 6.1.3(d)",,,,,,,,OIS-01,"CA-6, PL-2",org.1,,,"4.4.8.1, 4.4.8.2, 4.4.8.3, 4.4.8.5",,,"6.1.C, 6.1.D",,"OIS-01.1,  OSI-01.4,  ISP-02.1,  ISP-02.1","OIS-01.2,  OIS-01.5 ",,5.2.c,0041         
Governance Management,Periodic Security Staff Meetings,CCF 120,"At least annually, [The Organization] conducts a staff meeting to communicate and align on relevant security threats, program performance, and resource prioritization.",Process,,,,,,,,,7.2.2,,,,,"AT-1, AU-1, CA-1, CA-6, CM-1, CP-1, IA-1, IR-1, MA-1, MP-1, PE-1, PL-1, PS-1, RA-1","org.1, org.2, org.3, op.mon.2",,,"6.1.4, 16.1.3, 16.1.6, 4.5.3.1, 4.9.2.2, 3.1.4.4, 3.1.5.2","1.5, 3.7, 4.3, 5.4, 6.7, 7.3, 8.1.a, 8.1.b, 8.4.a, 8.4.b, 8.4.c, 8.8, 9.10, 10.8.a, 10.8.b, 10.9, 11.6, 12.3.6","2-12-P-1-1, 2-13-3-5, 1-9-1, 1-9-2, 1-10-2, 1-10-3-1",5.12.F,"3.3.5 Correlate audit record review, analysis, and reporting processes for investigation and response to indications of unlawful, unauthorized, suspicious, or unusual activity.  3.14.3 Monitor system security alerts and advisories and take action in response.              ","OIS-03.1,  HR-04.1",,,"6.4.a, 7.3.a",
Governance Management,Information Security Budget,CCF 121,Information [The Organization] security implementation and management is included as part of the budget required to support Systems security program.,Process,,,,,,,,,,,,,,SA-2,,,,"3.1.2.3, 3.1.3.3, 4.5.1.1, 4.5.1.2, 4.5.5.3",,,,,,,,,
Governance Management,Share Capital and Voting Rights,CCF 122,"The share capital and voting rights in the service provider's [The Organization] must not be, directly or indirectly: - individually held at more than 24%; - and collectively owned more than 39%; by third-party entities with their registered office, central or main administration establishment in a non-member state of the European Union. These aforementioned third-party entities cannot individually: - by virtue of a contract or statutory clauses, have a right of veto; - by virtue of a contract or statutory clauses, appoint the majority of the members of the administrative, management or supervisory bodies of the service provider.",People,,,,,,,,,,,,,,,,,,,,,,,,,,19.6.b,
Governance Management,Roles and Responsibilities at BU,CCF 123,The [The Organization] maintains a roles and responsibilities for all personnel responsible for information security management. The [The Organization] clarifies the following points in this division of duties. • Position names • Work details • The scope of responsibility of persons in charge • The knowledge required for work • The qualifications required for work • The experience required for work,People,,,,,,,,,,,,,,,,,,"4.5.2.2, 12.1.3.7, 14.1.1.7",,,,,,,,,
Governance Management,Info Security Planning,CCF 124,Management ensures that information security problems are considered in supporting business objectives.,People,,,,,,,,,,,,,,,,,,3.1.2.1,,,,,,,,,
Governance Management,Risk Acknowledgement,CCF 125,"As part of the periodic risk assessment, risks are acknowledged and shall be ranked and prioritized accordingly.",Process,,,,,,,,,,,,,,,,,,3.1.2.2,,,,,,,,,
Governance Management,Information Security Policies and Review,CCF 126,Information security policies are documented and define the information security rules and requirements for the service environment. These policies are reviewed at least annually to review requirements and updated as needed. Revision histories and review periods are defined within the policies themselves and the [The Organization] Policy Governance Policy. ,Process,CC2.2,,,,"Clause 4.1, Clause 4.2, Clause 4.3, Clause 4.4, Clause 5.2, Clause 7.5.3","A.5.1.1, A.5.1.2, A.6.1.1, A.11.2.9",,CLD.13.1.4,,,,,"OIS-01, OIS-02, OIS-03, OIS-06, SP-01, SP-02, OPS-10, IDM-01, COM-02, COS-08","AC-1, AT-1, AU-2, CA-6, IA-1, IR-1, MA-1, MP-1, PE-1, PL-1, PL-2, PS-1, SA-1, SA-5, SC-1, SI-1","org.1, org.2, org.3, org.4, mp.eq.1, mp.info.2",,,"5.1.1, 5.1.2, 6.1.1, 11.2.9, 3.1.2.1, 3.1.3.2, 3.1.3.4, 3.1.4.1, 4.4.1.2, 4.4.2.1, 4.4.3.1, 4.4.4.1, 4.4.5.1, 4.4.5.3, 4.8.1.1, 4.8.2.2, 4.9.1.1, 12.1.1.1","1.1.6.a, 1.1.6.b, 1.1.6.c, 6.7, 7.3, 8.1.a, 8.1.b, 8.4.a, 8.4.b, 8.4.c, 8.8, 9.10, 10.9, 11.6, 12.1, 12.1.1, 12.3, 12.3.1, 12.3.2, 12.3.6, 12.4.a, 12.4.b, 12.5, 12.5.1","2-3-P-1-3, 2-15-P-1, 2-15-P-4, 2-17-P-1, 2-17-P-4, 1-2-T-1-1,  1-2-T-1-3, 2-15-T-1, 2-15-T-4, 1-1-1, 1-1-3, 1-3-1, 1-3-3, 1-3-4, 1-4-2, 1-9-6, 1-10-5, 2-2-1, 2-5-4, 2-6-4, 2-7-4, 2-8-4, 2-9-4, 2-10-4, 2-11-4, 2-12-4, 2-13-4, 2-14-4, 2-15-4","6.1.C, 6.2.A, 6.2.B, 6.2.E, 6.2.J",,"ISP-01.1,  ISP-01.2,  ISP-01.5,  ISP-02.1,  ISP-02.4,  ISP-02.6,  HR-03.3,  HR-04.1,  OPS-10.1,  CS-09.1","OIS-01.2, PS-03.2, ISP-01.3","ISP-01.4,  ISP-02.5","5.2.a, 5.2.b, 5.2.c, 5.2.e, 7.3.a, 8.3.a, 12.1.a, 12.12.a",0576 0039 0047 0888 1602               
Governance Management,Information Security Policies and Review,CCF 127,Privacy policies are documented and define the information privacy rules and requirements for the service environment. These policies are reviewed according to periodic review requirements and updated as needed. Revision histories and review periods are defined within the policies themselves and [The Organization] Policy Governance Policy. ,Process,,,,"P1.1, P2.1, P3.1, P4.1, P4.2, P4.3, P6.1, P6.7, P8.1",,,,,5.1.1,"6.1,  6.8.2.9 ","6.1,  6.8.2.9 ",,"OIS-02, OIS-03, IDM-01, COS-08",,,,,,,"1-3-3, 1-3-4",,,,,,,0576 0039 0047 0888 1602               
Governance Management,Cloud Customer Information Security Policy and Risk Review,CCF 128,"A cloud service customers' information security policy is defined and maintained and is consistent with Systems acceptable levels of information security risks for its information and other assets. Considerations around information being stored in the cloud computing environment, access management, maintenance, and geographical locations of cloud service provider's organization are included in the policy.",Process,,,,,,,A.5.1.1,,,,,,"OIS-02, SP-01, COS-08, PSS-01, PSS-12",,op.exp.4,op.ext.2,op.ext.2,"6.3.1.P, 15.1.1.16.B, 15.1.2.18.PB, 15.1.3.10.P, 3.1.3.2, 3.1.3.4, 4.4.5.3, 4.9.1.1",,2-1-3,,,,,PM-01.4,5.3.f,0576 0047 0888 1602   
Governance Management,Cloud Provider Information Security Policy and Risk Review,CCF 129,"A cloud service providers' information policy is defined and maintained, and addresses the provision and use of its cloud services. Considerations around baseline information security requirements, multi-tenancy and cloud service customer isolation, access management, communication, lifecycle management of service customer accounts, and communication of breaches are included in the policy. ",Process,,,,,,,,"5.1.1, CLD.9.5.1, CLD.12.1.5, CLD.13.1.4",,,,,"PI-01, PSS-01, PSS-07, PSS-08",,,,,"5.1.1.22.P, 5.1.1.23.P, 5.1.1.24.P, 5.1.1.25.P, 5.1.1.26.P, 5.1.1.27.P, 5.1.1.28.P, 5.1.1.29.P, 5.1.1.30.P, 5.1.1.31.P, 6.1.1.13.PB, 6.3.1.P, 14.2.5.7, 15.1.2.18.PB, 15.1.3.10.P, 18.1.3.13.PB, 3.1.3.2, 3.1.3.4, 4.4.5.3, 4.9.1.1",,"1-2-P-1-1, 2-1-1",5.1.C,,,,,"5.2.b, 5.2.c, 6.5.b, 16.1.c, 16.2.a, 16.2.b, 16.2.c",0576 0047 0888 1602   
Governance Management,Information Security Control Disclosure,CCF 130,The cloud service provides information to the cloud service customers about the information security capabilities they use. Implementation details about security controls are disclosed as needed.,Process,,,,,,,,"14.1.1, CLD.12.4.5",,,,,"OIS-02, SP-01, SP-02",,,,,"6.3.1.1.PB, 12.4.5.P, 12.4.5.4.P, 12.4.5.5.P, 13.1.3.12.P, 14.1.1.19.P, 14.1.1.20.P, 14.2.1.13.PB, 18.1.3.13.PB, 18.2.1.9.P, 18.2.1.10.P, 18.2.1.11.P, 18.2.1.12.P, 3.1.4.2, 3.1.5.1",,2-3-P-1-6,,,"DOC-05.1,  DOC-05.2,  DOC-05.2,  DOC-05.3",,CO-01.3,,1431        
Governance Management,Policies and Standard Review,CCF 131,"Systems policies and standards are reviewed, approved by management, and communicated to authorized personnel periodically. Revision histories and review periods are defined within the policies and standards themselves and the [The Organization] Policy Governance Policy.",Process,"CC1.1, CC1.4, CC1.5, CC5.3, CC7.4",,,,"Clause 4.1, Clause 4.3, Clause 4.4, Clause 5.1, Clause 7.3, Clause 7.4, Clause 7.5.1, Clause 7.5.2","A.5.1.1, A.5.1.2",,"CLD.12.1.5, CLD.13.1.4",,,,,,"AC-1, AU-1, CM-1, CP-1, IA-1, IR-1, MA-1, MP-1, PE-1, PL-2, PL-4, PS-1, PS-6, SC-1, SI-1","org.1, org.2, org.3, op.acc.5, op.acc.7","op.pl.2, op.acc.7","op.pl.2, op.acc.7","5.1.1,  5.1.2, 12.1.1, 12.1.5.P, 3.1.3.2, 3.1.3.4, 4.4.1.1, 4.4.2.1, 4.4.4.1, 4.4.5.1, 4.4.5.3, 4.5.2.1, 4.5.2.6, 4.5.2.7, 4.5.2.8, 4.5.3.1, 4.8.1.1, 4.8.2.1, 4.9.1.1, 5.1.2.2, 5.1.2.3","1.5, 2.2.a, 2.2.b, 2.2.c, 2.2.d, 3.5, 3.5.1, 3.7, 5.4, 6.7, 7.3","1-5-P-4, 1-5-4, 2-1-1, 2-1-3, 2-1-4, 2-1-6, 1-3-1, 1-3-3, 1-3-4, 1-6-4, 1-8-1, 1-9-6, 2-2-1, 2-2-4, 2-3-1, 2-3-4, 2-4-1, 2-4-4, 2-5-1, 2-5-4, 2-6-1, 2-6-4, 2-7-4, 2-8-1, 2-8-4, 2-9-1, 2-9-4, 2-10-1, 2-10-4, 2-11-1, 2-11-4, 2-12-1, 2-12-4, 2-13-1, 2-13-4, 2-14-1, 2-14-4, 2-15-2, 2-15-4, 3-1-1, 3-1-4, 4-1-1, 4-1-4, 4-2-1, 4-2-4, 5-1-1, 5-1-4",6.2.A,,"ISP-01.2,  ISP-01.5,  ISP-02.1,  ISP-02.3,  ISP-02.4,  ISP-02.6,  ISP-02.7,  HR-03.3,  HR-04.1,  HR-04.3","ISP-01.3, HR-06.5",,"5.2.d, 7.3.a, 9.1.b, 12.1.a",47 0888 1602
Governance Management,Policy and Standard Exceptions,CCF 132,"A process is in place to request, review, and approve exceptions to policies, standards, and procedures. The assessment of the exception is risk based and the approved exceptions are reviewed at least annually or based on defined frequency as per [The Organization] policies. ",Process,,,,,,,,,,,,,SP-03,,"org.1, org.2 ",,,"4.4.5.3, 4.9.1.1, 3.1.4.2","1.1.6.a, 1.1.6.b, 1.1.6.c",,,,"OIS-02.3,  ISP-03.1,  ISP-03.2,  ISP-03.5,  RM-01.1","ISP-03.3, ISP-03.6","ISP-03.4,  ISP-03.7",,
Governance Management,Policies and Standards over Metadata,CCF 133,"Policies and standards are in place to govern the collection, retention, and usage of metadata (customer usage data). Metadata is only collected for its intended use (e.g. troubleshooting, customer billing, etc) and only authorized staff have access to the data.  Metadata is deleted once its intended collection purpose has been fulfilled.",Process,,,,,,,,,,,,,"OPS-11, OPS-12, OPS-16, PSS-04",,mp.info.6,,,"16.1.7, 18.1.4",,2-6-P-1-3,"5.2.G, 5.14.E",,OPS-11.1,"OPS-11.2, OPS-11.3, PI-03.4",OPS-11.4,5.3.d,47
Governance Management,Teleworking Policy,CCF 134,[The Organization] maintains a policy regarding the conditions and restrictions for teleworking (i.e. off site work/remote work). The policy includes considerations around security risks around physical security of buildings and local environments.,Process,,,,,,,,,,,,,,,,,,"6.2.2.1, 6.2.2.2, 6.2.2.3, 6.2.2.4, 6.2.2.5, 6.2.2.6, 6.2.2.7, 6.2.2.8, 6.2.2.9, 6.2.2.10, 6.2.2.11, 6.2.2.12, 6.2.2.13, 6.2.2.14, 6.2.2.15, 6.2.2.16, 6.2.2.17, 6.2.2.18",,,,,,,,,
